name,brand,family,model,vram_gb,base_ghz,boost_ghz,release_year,process_nm,directx,opengl,shader_model,architecture,bus_interface,memory_type
ECS NGTX560-1GPI-F1,,,ECS NGTX560-1GPI-F1,1.0,810.0,,,,,,,,,
MSI R6670-MD1GD3,,,MSI R6670-MD1GD3,1.0,800.0,,,,,,,,,
PNY VCGGTX550TVXPB,,,PNY VCGGTX550TVXPB,1.0,900.0,,,,,,,,,
Sapphire 11197-01-40G,,,Sapphire 11197-01-40G,3.0,1000.0,,,,,,,,,
Sapphire 11202-03-40G,,,Sapphire 11202-03-40G,1.0,800.0,,,,,,,,,
XFX HD-575X-ZNFR,,,XFX HD-575X-ZNFR,1.0,700.0,,,,,,,,,
HIS H777F1G2M,,,HIS H777F1G2M,1.0,1000.0,,,,,,,,,
Sparkle X450S1024KDL,,,Sparkle X450S1024KDL,1.0,789.0,,,,,,,,,
Sapphire 11199-03-20G,,,Sapphire 11199-03-20G,2.0,1050.0,,,,,,,,,
VisionTek 900506,,,VisionTek 900506,2.0,1000.0,,,,,,,,,
Gigabyte GV-N440-2GI,,,Gigabyte GV-N440-2GI,2.0,810.0,,,,,,,,,
PowerColor AX7850 2GBD5-2DH,,,PowerColor AX7850 2GBD5-2DH,2.0,860.0,,,,,,,,,
Gigabyte GV-N680D5-2GD-B,,,Gigabyte GV-N680D5-2GD-B,2.0,1006.0,,,,,,,,,
Asus GTX680-2GD5,,,Asus GTX680-2GD5,2.0,1006.0,,,,,,,,,
ECS NGTX560TI-1GPI-F1,,,ECS NGTX560TI-1GPI-F1,1.0,820.0,,,,,,,,,
PowerColor AX7870 2GBD5-2DHPP,,,PowerColor AX7870 2GBD5-2DHPP,2.0,1100.0,,,,,,,,,
PowerColor AX7970 3GBD5-2DHV3,,,PowerColor AX7970 3GBD5-2DHV3,3.0,925.0,,,,,,,,,
VisionTek 900504,,,VisionTek 900504,1.0,1000.0,,,,,,,,,
Diamond 7750PE51G,,,Diamond 7750PE51G,1.0,800.0,,,,,,,,,
Diamond 7770PE51G,,,Diamond 7770PE51G,1.0,1000.0,,,,,,,,,
MSI R6670-MD2GD3,,,MSI R6670-MD2GD3,2.0,800.0,,,,,,,,,
XFX FX-785A-CDFC,,,XFX FX-785A-CDFC,2.0,860.0,,,,,,,,,
Diamond 7850PE52G,,,Diamond 7850PE52G,2.0,860.0,,,,,,,,,
Diamond 7870PE52G,,,Diamond 7870PE52G,2.0,1000.0,,,,,,,,,
Sapphire 11192-22-20G,,,Sapphire 11192-22-20G,1.0,800.0,,,,,,,,,
HIS H787Q2G2M,,,HIS H787Q2G2M,2.0,1000.0,,,,,,,,,
PowerColor AX6670 1GBK3-HL,,,PowerColor AX6670 1GBK3-HL,1.0,800.0,,,,,,,,,
Asus HD7750-1GD5-V2,,,Asus HD7750-1GD5-V2,1.0,820.0,,,,,,,,,
XFX FX-785A-CNBC,,,XFX FX-785A-CNBC,2.0,975.0,,,,,,,,,
VisionTek 900505,,,VisionTek 900505,2.0,860.0,,,,,,,,,
HIS H667PNS1G,,,HIS H667PNS1G,1.0,800.0,,,,,,,,,
ATI 100-505682,,,ATI 100-505682,1.0,,,,,,,,,,
ATI 100-505637,,,ATI 100-505637,1.0,,,,,,,,,,
ATI 100-505532,,,ATI 100-505532,0.5,,,,,,,,,,
ATI 100-505647,,,ATI 100-505647,2.0,,,,,,,,,,
ATI 100-505610,,,ATI 100-505610,0.5,,,,,,,,,,
ATI 100-505648,,,ATI 100-505648,2.0,,,,,,,,,,
Zotac ZT-60301-10P,,,Zotac ZT-60301-10P,2.0,915.0,,,,,,,,,
Galaxy 67NPH6DV5ZJX,,,Galaxy 67NPH6DV5ZJX,2.0,915.0,,,,,,,,,
EVGA 02G-P4-2672-KR,,,EVGA 02G-P4-2672-KR,2.0,967.0,,,,,,,,,
MSI R6850-PMD1GD5,,,MSI R6850-PMD1GD5,1.0,775.0,,,,,,,,,
Sapphire 100352SR,,,Sapphire 100352SR,3.0,810.0,,,,,,,,,
XFX FX-775A-ZDP4,,,XFX FX-775A-ZDP4,1.0,900.0,,,,,,,,,
Sapphire 100352OCSR,,,Sapphire 100352OCSR,3.0,950.0,,,,,,,,,
HIS H787QN2G2M,,,HIS H787QN2G2M,2.0,1000.0,,,,,,,,,
HIS H797QM3G2M,,,HIS H797QM3G2M,3.0,925.0,,,,,,,,,
XFX FX-785A-CNFC,,,XFX FX-785A-CNFC,2.0,860.0,,,,,,,,,
Diamond 7970PE53GDD,,,Diamond 7970PE53GDD,3.0,1025.0,,,,,,,,,
HIS H787F2G2M,,,HIS H787F2G2M,2.0,1000.0,,,,,,,,,
EVGA 03G-P3-1594-KR,,,EVGA 03G-P3-1594-KR,3.0,855.0,,,,,,,,,
PNY VCGGTX570XPB-CG,,,PNY VCGGTX570XPB-CG,1.25,732.0,,,,,,,,,
Galaxy 44GPF4DC3FFZ,,,Galaxy 44GPF4DC3FFZ,2.0,810.0,,,,,,,,,
PNY VCGGTX580XPB-CG,,,PNY VCGGTX580XPB-CG,1.5,772.0,,,,,,,,,
MSI R7850-Power-Edition-2GD5-OC,,,MSI R7850-Power-Edition-2GD5-OC,2.0,950.0,,,,,,,,,
EVGA 04G-P4-2692-KR,,,EVGA 04G-P4-2692-KR,4.0,915.0,,,,,,,,,
EVGA 01G-P3-2631-KR,,,EVGA 01G-P3-2631-KR,1.0,810.0,,,,,,,,,
Galaxy 68NPH6DT6EXZ,,,Galaxy 68NPH6DT6EXZ,2.0,1202.0,,,,,,,,,
EVGA 01G-P3-2621-KR,,,EVGA 01G-P3-2621-KR,1.0,700.0,,,,,,,,,
EVGA 02G-P4-3686-KR,,,EVGA 02G-P4-3686-KR,2.0,1084.0,,,,,,,,,
Galaxy 63TGS8HX3VVZ,,,Galaxy 63TGS8HX3VVZ,1.0,810.0,,,,,,,,,
Galaxy 62TPF4DC3FNZ,,,Galaxy 62TPF4DC3FNZ,2.0,710.0,,,,,,,,,
EVGA 02G-P4-2683-KR,,,EVGA 02G-P4-2683-KR,2.0,1084.0,,,,,,,,,
Galaxy 61TPS4HX2LNX,,,Galaxy 61TPS4HX2LNX,2.0,820.0,,,,,,,,,
VisionTek 900548,,,VisionTek 900548,2.0,1000.0,,,,,,,,,
HIS H777QN1G2M,,,HIS H777QN1G2M,1.0,1000.0,,,,,,,,,
MSI R7770 PE1GD5/OC,,,MSI R7770 PE1GD5/OC,1.0,1100.0,,,,,,,,,
HIS H785QN2G2M,,,HIS H785QN2G2M,2.0,860.0,,,,,,,,,
PowerColor AX7970 3GBD5-2DHPPV,,,PowerColor AX7970 3GBD5-2DHPPV,3.0,1100.0,,,,,,,,,
PowerColor AX7850 2GBD5-2DHPP,,,PowerColor AX7850 2GBD5-2DHPP,2.0,1000.0,,,,,,,,,
PNY VCGGT5201XPB-CG,,,PNY VCGGT5201XPB-CG,1.0,810.0,,,,,,,,,
Zotac ZT-60405-10L,,,Zotac ZT-60405-10L,4.0,810.0,,,,,,,,,
Gigabyte GV-N640OC-2GI,,,Gigabyte GV-N640OC-2GI,2.0,1050.0,,,,,,,,,
HIS H697Q2G2M,,,HIS H697Q2G2M,2.0,880.0,,,,,,,,,
Sapphire 100323-2L,,,Sapphire 100323-2L,1.0,650.0,,,,,,,,,
PowerColor AX7750 1GBD5-NH,,,PowerColor AX7750 1GBD5-NH,1.0,800.0,,,,,,,,,
XFX HD-657X-ZDF2,,,XFX HD-657X-ZDF2,1.0,650.0,,,,,,,,,
Gigabyte GV-R667D3-2GI,,,Gigabyte GV-R667D3-2GI,2.0,800.0,,,,,,,,,
Zotac ZT-40708-10L,,,Zotac ZT-40708-10L,1.0,810.0,,,,,,,,,
Gigabyte GV-R645-1GI,,,Gigabyte GV-R645-1GI,1.0,625.0,,,,,,,,,
VisionTek 900447,,,VisionTek 900447,1.0,850.0,,,,,,,,,
Sapphire 100326-2GL,,,Sapphire 100326-2GL,2.0,800.0,,,,,,,,,
Zotac ZT-50605-10L,,,Zotac ZT-50605-10L,2.0,810.0,,,,,,,,,
Zotac ZT-60502-10L,,,Zotac ZT-60502-10L,1.0,700.0,,,,,,,,,
Jaton Video-PX430GT-LX,,,Jaton Video-PX430GT-LX,1.0,,,,,,,,,,
PNY VCGGT640XPB,,,PNY VCGGT640XPB,1.0,900.0,,,,,,,,,
XFX GT630NCDF2,,,XFX GT630NCDF2,2.0,810.0,,,,,,,,,
Galaxy 68NQH6DN6DXZ,,,Galaxy 68NQH6DN6DXZ,4.0,1110.0,,,,,,,,,
Galaxy 68NPH6DV5ZGV,,,Galaxy 68NPH6DV5ZGV,2.0,1006.0,,,,,,,,,
ATI 100-505602,,,ATI 100-505602,4.0,,,,,,,,,,
Asus HD7770-DCT-1GD5,,,Asus HD7770-DCT-1GD5,1.0,1120.0,,,,,,,,,
PowerColor AX7770 1GBD5-DH,,,PowerColor AX7770 1GBD5-DH,1.0,1000.0,,,,,,,,,
EVGA 02G-P4-2676-KR,,,EVGA 02G-P4-2676-KR,2.0,941.0,,,,,,,,,
EVGA 02G-P4-3684-KR,,,EVGA 02G-P4-3684-KR,2.0,1006.0,,,,,,,,,
ECS NGT440-1GQR-F2,,,ECS NGT440-1GQR-F2,1.0,810.0,,,,,,,,,
EVGA 04G-P4-3685-KR,,,EVGA 04G-P4-3685-KR,4.0,1006.0,,,,,,,,,
Galaxy 61TGS4HX2LTX,,,Galaxy 61TGS4HX2LTX,1.0,820.0,,,,,,,,,
MSI R7850 PE 2GD5/OC,,,MSI R7850 PE 2GD5/OC,2.0,950.0,,,,,,,,,
MSI N670 PE 2GD5/OC,,,MSI N670 PE 2GD5/OC,2.0,1019.0,,,,,,,,,
Gigabyte GV-N620D3-1GL,,,Gigabyte GV-N620D3-1GL,1.0,700.0,,,,,,,,,
PowerColor AX7870 2GBD5-2DHPPV,,,PowerColor AX7870 2GBD5-2DHPPV,2.0,1150.0,,,,,,,,,
ATI 100-505553,,,ATI 100-505553,0.5,,,,,,,,,,
Galaxy 63TGS8HX3XXZ,,,Galaxy 63TGS8HX3XXZ,1.0,820.0,,,,,,,,,
Galaxy 68NPH6DV6AXX,,,Galaxy 68NPH6DV6AXX,2.0,1110.0,,,,,,,,,
HIS H785QNT2G2M,,,HIS H785QNT2G2M,2.0,1000.0,,,,,,,,,
HIS H775P1GD,,,HIS H775P1GD,1.0,800.0,,,,,,,,,
XFX FX-785A-ZNFC,,,XFX FX-785A-ZNFC,1.0,860.0,,,,,,,,,
Asus HD7870-DC2TG-2GD5-V2,,,Asus HD7870-DC2TG-2GD5-V2,2.0,1100.0,,,,,,,,,
Galaxy 67NPH6DV5ZVX,,,Galaxy 67NPH6DV5ZVX,2.0,1006.0,,,,,,,,,
Gigabyte GV-N670WF2-2GD,,,Gigabyte GV-N670WF2-2GD,2.0,941.0,,,,,,,,,
XFX HD-685A-ZCFC,,,XFX HD-685A-ZCFC,1.0,775.0,,,,,,,,,
Galaxy GTX660Ti-OC/3GD5,,,Galaxy GTX660Ti-OC/3GD5,3.0,1006.0,,,,,,,,,
Galaxy GTX660Ti-OC/2GD5,,,Galaxy GTX660Ti-OC/2GD5,2.0,1006.0,,,,,,,,,
Asus GTX660 TI-DC2T-2GD5,,,Asus GTX660 TI-DC2T-2GD5,2.0,1059.0,,,,,,,,,
Galaxy GTX660Ti-2GD5,,,Galaxy GTX660Ti-2GD5,2.0,915.0,,,,,,,,,
Asus GTX660 TI-DC2OG-2GD5,,,Asus GTX660 TI-DC2OG-2GD5,2.0,1028.0,,,,,,,,,
EVGA 02G-P4-3665-KR,,,EVGA 02G-P4-3665-KR,2.0,915.0,,,,,,,,,
EVGA 03G-P4-3666-KR,,,EVGA 03G-P4-3666-KR,3.0,915.0,,,,,,,,,
Gigabyte GV-N66TWF2-2GD,,,Gigabyte GV-N66TWF2-2GD,2.0,941.0,,,,,,,,,
Galaxy 66NPH7DV6VXZ,,,Galaxy 66NPH7DV6VXZ,2.0,1006.0,,,,,,,,,
VisionTek 900556,,,VisionTek 900556,3.0,925.0,,,,,,,,,
XFX FX-785A-CNJC,,,XFX FX-785A-CNJC,2.0,860.0,,,,,,,,,
HIS H775FN1G,,,HIS H775FN1G,1.0,800.0,,,,,,,,,
Sapphire 100355L,,,Sapphire 100355L,2.0,860.0,,,,,,,,,
Asus HD7750-DCSL-1GD5,,,Asus HD7750-DCSL-1GD5,1.0,800.0,,,,,,,,,
HIS H797QMG3G,,,HIS H797QMG3G,3.0,1000.0,,,,,,,,,
MSI N620GT-MD1GD3/LP,,,MSI N620GT-MD1GD3/LP,1.0,700.0,,,,,,,,,
HIS H657FN2G,,,HIS H657FN2G,2.0,650.0,,,,,,,,,
Galaxy 64TPF8HX6FTZ,,,Galaxy 64TPF8HX6FTZ,2.0,950.0,,,,,,,,,
Gigabyte GV-N680WF3-2GD,,,Gigabyte GV-N680WF3-2GD,2.0,1006.0,,,,,,,,,
Galaxy 67NQH6DN6KXZ,,,Galaxy 67NQH6DN6KXZ,4.0,1006.0,,,,,,,,,
EVGA 02G-P3-2629-KR,,,EVGA 02G-P3-2629-KR,2.0,700.0,,,,,,,,,
Sapphire 100355OCL,,,Sapphire 100355OCL,2.0,860.0,,,,,,,,,
VisionTek 900568,,,VisionTek 900568,2.0,860.0,,,,,,,,,
VisionTek 900557,,,VisionTek 900557,3.0,1000.0,,,,,,,,,
HIS H667FR2G,,,HIS H667FR2G,2.0,800.0,,,,,,,,,
Galaxy 64TGF8HX6FTZ,,,Galaxy 64TGF8HX6FTZ,1.0,950.0,,,,,,,,,
Diamond 7850PE52GV2,,,Diamond 7850PE52GV2,2.0,860.0,,,,,,,,,
Zotac ZT-60603-20L,,,Zotac ZT-60603-20L,2.0,810.0,,,,,,,,,
EVGA 02G-P3-2619-KR,,,EVGA 02G-P3-2619-KR,2.0,810.0,,,,,,,,,
Sapphire 100352VXSR,,,Sapphire 100352VXSR,3.0,950.0,,,,,,,,,
ECS GT630A-1GR3-QFT,,,ECS GT630A-1GR3-QFT,1.0,810.0,,,,,,,,,
PowerColor AX7950 3GBD5-2DHV4,,,PowerColor AX7950 3GBD5-2DHV4,3.0,850.0,,,,,,,,,
ECS GT620C-2GR3-QFT,,,ECS GT620C-2GR3-QFT,2.0,700.0,,,,,,,,,
XFX GT-610N-ZNF2,,,XFX GT-610N-ZNF2,1.0,810.0,,,,,,,,,
XFX GT640NCDF3,,,XFX GT640NCDF3,2.0,900.0,,,,,,,,,
VisionTek 900549,,,VisionTek 900549,1.0,,,,,,,,,,
Zotac ZT-60403-10L,,,Zotac ZT-60403-10L,2.0,810.0,,,,,,,,,
Zotac ZT-60302-10P,,,Zotac ZT-60302-10P,2.0,1098.0,,,,,,,,,
Zotac ZT-60304-10P,,,Zotac ZT-60304-10P,2.0,954.0,,,,,,,,,
Jaton Video-PX610GT-EX,,,Jaton Video-PX610GT-EX,2.0,,,,,,,,,,
Sapphire 100355-1GOCL,,,Sapphire 100355-1GOCL,1.0,900.0,,,,,,,,,
XFX GT-620N-ZNF2,,,XFX GT-620N-ZNF2,1.0,700.0,,,,,,,,,
Zotac ZT-60604-10L,,,Zotac ZT-60604-10L,0.5,810.0,,,,,,,,,
XFX GT-620N-CNF2,,,XFX GT-620N-CNF2,2.0,700.0,,,,,,,,,
Galaxy 66NPH7DV6XXZ,,,Galaxy 66NPH7DV6XXZ,2.0,915.0,,,,,,,,,
Sapphire 100352-2L,,,Sapphire 100352-2L,3.0,850.0,,,,,,,,,
Galaxy 66NPH7DN7DXZ,,,Galaxy 66NPH7DN7DXZ,2.0,980.0,,,,,,,,,
Galaxy 66NPH7DN6ZVZ,,,Galaxy 66NPH7DN6ZVZ,2.0,1006.0,,,,,,,,,
EVGA 02G-P4-2651-KR,,,EVGA 02G-P4-2651-KR,2.0,1058.0,,,,,,,,,
MSI N650-1GD5/OC,,,MSI N650-1GD5/OC,1.0,1084.0,,,,,,,,,
Zotac ZT-61001-10M,,,Zotac ZT-61001-10M,1.0,1071.0,,,,,,,,,
EVGA 01G-P4-2652-KR,,,EVGA 01G-P4-2652-KR,1.0,1150.0,,,,,,,,,
Galaxy 65NGH8DL7AXX,,,Galaxy 65NGH8DL7AXX,1.0,1110.0,,,,,,,,,
EVGA 02G-P4-2653-KR,,,EVGA 02G-P4-2653-KR,2.0,1202.0,,,,,,,,,
ECS EGT640A-2GR3-YBF(v1.0),,,ECS EGT640A-2GR3-YBF(v1.0),2.0,930.0,,,,,,,,,
ECS NGTX560SE-1GPLI-F,,,ECS NGTX560SE-1GPLI-F,1.0,736.0,,,,,,,,,
Asus HD7750-T-1GD5,,,Asus HD7750-T-1GD5,1.0,900.0,,,,,,,,,
ECS PGTX680AX-2GR5-WF(V1.0),,,ECS PGTX680AX-2GR5-WF(V1.0),2.0,1006.0,,,,,,,,,
ECS GT610C-1GR3-QFT(v1.0),,,ECS GT610C-1GR3-QFT(v1.0),1.0,810.0,,,,,,,,,
Asus HD7770-1GD5,,,Asus HD7770-1GD5,1.0,1000.0,,,,,,,,,
Galaxy 65IGH8DL7AXX,,,Galaxy 65IGH8DL7AXX,1.0,966.0,,,,,,,,,
MSI N650Ti PE 1GD5/OC,,,MSI N650Ti PE 1GD5/OC,1.0,993.0,,,,,,,,,
EVGA 01G-P4-3652-KR,,,EVGA 01G-P4-3652-KR,1.0,1071.0,,,,,,,,,
PowerColor AX7750 1GBK3-H,,,PowerColor AX7750 1GBK3-H,1.0,800.0,,,,,,,,,
Sapphire 100351SR,,,Sapphire 100351SR,3.0,950.0,,,,,,,,,
Zotac ZT-50206-10M,,,Zotac ZT-50206-10M,1.25,732.0,,,,,,,,,
EVGA 04G-P4-2647-KR,,,EVGA 04G-P4-2647-KR,4.0,901.0,,,,,,,,,
EVGA 01G-P4-3650-KR,,,EVGA 01G-P4-3650-KR,1.0,928.0,,,,,,,,,
Diamond 6450PE31GSS,,,Diamond 6450PE31GSS,1.0,625.0,,,,,,,,,
PowerColor AX7750 1GBD5-HL,,,PowerColor AX7750 1GBD5-HL,1.0,800.0,,,,,,,,,
HIS H775FS2G,,,HIS H775FS2G,2.0,800.0,,,,,,,,,
Galaxy 68NPH6DT6ENZ,,,Galaxy 68NPH6DT6ENZ,2.0,1110.0,,,,,,,,,
Zotac ZT-60602-10L,,,Zotac ZT-60602-10L,1.0,810.0,,,,,,,,,
Zotac ZT-60203-10L,,,Zotac ZT-60203-10L,2.0,900.0,,,,,,,,,
HIS H785QN1G2M,,,HIS H785QN1G2M,1.0,860.0,,,,,,,,,
HIS H785F1G2M,,,HIS H785F1G2M,1.0,860.0,,,,,,,,,
PNY VCGGTX680XPB-S,,,PNY VCGGTX680XPB-S,2.0,1006.0,,,,,,,,,
Asus MATRIX-HD7970-P-3GD5,,,Asus MATRIX-HD7970-P-3GD5,3.0,1050.0,,,,,,,,,
Asus GTX650-DCT-1GD5,,,Asus GTX650-DCT-1GD5,1.0,1215.0,,,,,,,,,
Asus GTX660-DC2T-2GD5,,,Asus GTX660-DC2T-2GD5,2.0,1072.0,,,,,,,,,
Asus HD7950-3GD5,,,Asus HD7950-3GD5,3.0,800.0,,,,,,,,,
EVGA 02G-P4-3667-KR,,,EVGA 02G-P4-3667-KR,2.0,1020.0,,,,,,,,,
EVGA FTW+,,,EVGA FTW+,3.0,1046.0,,,,,,,,,
HIS H687FT1G2M,,,HIS H687FT1G2M,1.0,920.0,,,,,,,,,
HIS IceQ,,,HIS IceQ,2.0,1000.0,,,,,,,,,
HIS H795QMC3G2M,,,HIS H795QMC3G2M,3.0,850.0,,,,,,,,,
MSI N660TI TF 3GD5/OC,,,MSI N660TI TF 3GD5/OC,3.0,967.0,,,,,,,,,
MSI N660TI-2GD5/OC,,,MSI N660TI-2GD5/OC,2.0,941.0,,,,,,,,,
PowerColor AX7850 1GBD5-DH,,,PowerColor AX7850 1GBD5-DH,1.0,860.0,,,,,,,,,
Sapphire 100354OCL,,,Sapphire 100354OCL,2.0,1050.0,,,,,,,,,
Sapphire 100358FLEX,,,Sapphire 100358FLEX,1.0,1000.0,,,,,,,,,
Sparkle 700000,,,Sparkle 700000,2.0,1006.0,,,,,,,,,
Sparkle 700001,,,Sparkle 700001,2.0,915.0,,,,,,,,,
Sparkle 700005,,,Sparkle 700005,4.0,810.0,,,,,,,,,
Sparkle 700006,,,Sparkle 700006,2.0,810.0,,,,,,,,,
Sparkle 700009,,,Sparkle 700009,1.0,810.0,,,,,,,,,
XFX FX-785A-CDBC,,,XFX FX-785A-CDBC,2.0,975.0,,,,,,,,,
Zotac ZT-60303-10P,,,Zotac ZT-60303-10P,4.0,928.0,,,,,,,,,
MSI R7950-2PMD3GD5,,,MSI R7950-2PMD3GD5,3.0,800.0,,,,,,,,,
HIS H797QMC3G2M,,,HIS H797QMC3G2M,3.0,1000.0,,,,,,,,,
Asus GT620-DCSL-2GD3,,,Asus GT620-DCSL-2GD3,2.0,700.0,,,,,,,,,
Asus GTX670-DC2OG-2GD5,,,Asus GTX670-DC2OG-2GD5,2.0,980.0,,,,,,,,,
Asus HD7850-DC-1GD5,,,Asus HD7850-DC-1GD5,1.0,860.0,,,,,,,,,
Sapphire 100357-2GL,,,Sapphire 100357-2GL,2.0,800.0,,,,,,,,,
Sapphire 100358OCL,,,Sapphire 100358OCL,1.0,1100.0,,,,,,,,,
Sapphire 11196-00-20G,,,Sapphire 11196-00-20G,3.0,810.0,,,,,,,,,
Club 3D CGAX-7876XT,,,Club 3D CGAX-7876XT,2.0,925.0,,,,,,,,,
Zotac ZT-61008-10M,,,Zotac ZT-61008-10M,1.0,1071.0,,,,,,,,,
Sparkle 700025,,,Sparkle 700025,1.0,928.0,,,,,,,,,
Diamond 7850PE52GV,,,Diamond 7850PE52GV,2.0,860.0,,,,,,,,,
HIS H775QNT1G2M,,,HIS H775QNT1G2M,1.0,900.0,,,,,,,,,
Gigabyte GV-R775OC-2GI,,,Gigabyte GV-R775OC-2GI,2.0,850.0,,,,,,,,,
MSI N650-2GD5/OC,,,MSI N650-2GD5/OC,2.0,1071.0,,,,,,,,,
MSI GTX 650_N650-2GD5_OC,,,MSI GTX 650_N650-2GD5_OC,2.0,1071.0,,,,,,,,,
MSI R6670-MD2GD3v2,,,MSI R6670-MD2GD3v2,2.0,800.0,,,,,,,,,
PNY VCGGTX6804XPB,,,PNY VCGGTX6804XPB,4.0,1006.0,,,,,,,,,
PowerColor AX7750 4GBK3-H,,,PowerColor AX7750 4GBK3-H,4.0,800.0,,,,,,,,,
PowerColor AX7750 2GBK3-H,,,PowerColor AX7750 2GBK3-H,2.0,800.0,,,,,,,,,
Sparkle 700002,,,Sparkle 700002,2.0,915.0,,,,,,,,,
Sparkle 700021,,,Sparkle 700021,2.0,1124.0,,,,,,,,,
Sparkle 700022,,,Sparkle 700022,2.0,954.0,,,,,,,,,
Sparkle 700023,,,Sparkle 700023,2.0,980.0,,,,,,,,,
PowerColor AX7870 2GBD5-2DHPPV2E,,,PowerColor AX7870 2GBD5-2DHPPV2E,2.0,925.0,,,,,,,,,
Sapphire 100356L,,,Sapphire 100356L,1.0,1000.0,,,,,,,,,
Gigabyte GV-N65TBOC-2GD BOOST,,,Gigabyte GV-N65TBOC-2GD BOOST,2.0,1032.0,,,,,,,,,
PowerColor AX7970 3GBD5-2DHPV,,,PowerColor AX7970 3GBD5-2DHPV,3.0,925.0,,,,,,,,,
PowerColor AX7770 1GBD5-HE,,,PowerColor AX7770 1GBD5-HE,1.0,1000.0,,,,,,,,,
Sapphire 100352MAC,,,Sapphire 100352MAC,3.0,800.0,,,,,,,,,
Asus GT620-1GD3-L-V2,,,Asus GT620-1GD3-L-V2,1.0,700.0,,,,,,,,,
Sparkle 700024,,,Sparkle 700024,1.0,1098.0,,,,,,,,,
MSI N650ti-1GD5/V1,,,MSI N650ti-1GD5/V1,1.0,928.0,,,,,,,,,
EVGA 01G-P3-2611-KR,,,EVGA 01G-P3-2611-KR,1.0,810.0,,,,,,,,,
EVGA 01G-P3-1563-KR,,,EVGA 01G-P3-1563-KR,1.0,900.0,,,,,,,,,
Zotac ZT-61201-10M BOOST,,,Zotac ZT-61201-10M BOOST,2.0,993.0,,,,,,,,,
MSI R7850-2GD5/OC,,,MSI R7850-2GD5/OC,2.0,900.0,,,,,,,,,
Sapphire 100352-4L,,,Sapphire 100352-4L,3.0,850.0,,,,,,,,,
EVGA 01G-P4-3656-KR,,,EVGA 01G-P4-3656-KR,1.0,1072.0,,,,,,,,,
Galaxy 65IGH7HX7CNH,,,Galaxy 65IGH7HX7CNH,1.0,1006.0,,,,,,,,,
Galaxy 65IPH7HX7CNH,,,Galaxy 65IPH7HX7CNH,2.0,1006.0,,,,,,,,,
MSI N650ti-1GD5/OC BE,,,MSI N650ti-1GD5/OC BE,1.0,1006.0,,,,,,,,,
MSI N650ti-2GD5/OC BE BOOST,,,MSI N650ti-2GD5/OC BE BOOST,2.0,1006.0,,,,,,,,,
PNY VCGGTX650TBQXPB BOOST,,,PNY VCGGTX650TBQXPB BOOST,2.0,980.0,,,,,,,,,
PNY VCGGTX650TBQXPB-OC BOOST,,,PNY VCGGTX650TBQXPB-OC BOOST,2.0,1006.0,,,,,,,,,
Gigabyte GV-R779OC-2GD,,,Gigabyte GV-R779OC-2GD,2.0,1075.0,,,,,,,,,
Asus GT630-DCSL-2GD3,,,Asus GT630-DCSL-2GD3,2.0,810.0,,,,,,,,,
Galaxy 66INH7DV6KXZ,,,Galaxy 66INH7DV6KXZ,3.0,1006.0,,,,,,,,,
Zotac ZT-60206-10L,,,Zotac ZT-60206-10L,2.0,900.0,,,,,,,,,
Zotac ZT-61012-10M,,,Zotac ZT-61012-10M,1.0,1058.0,,,,,,,,,
EVGA 03G-P4-2664-KR,,,EVGA 03G-P4-2664-KR,3.0,980.0,,,,,,,,,
ATI 608528-002,,,ATI 608528-002,0.5,,,,,,,,,,
HIS H799F6G4M,,,HIS H799F6G4M,6.0,950.0,,,,,,,,,
Gigabyte GV-780D5-3GD5-B,,,Gigabyte GV-780D5-3GD5-B,3.0,863.0,,,,,,,,,
EVGA 03G-P4-2780-KR,,,EVGA 03G-P4-2780-KR,3.0,863.0,,,,,,,,,
Galaxy 78NNH5DN00G0,,,Galaxy 78NNH5DN00G0,3.0,863.0,,,,,,,,,
MSI N780-3GD5,,,MSI N780-3GD5,3.0,863.0,,,,,,,,,
Zotac ZT-70301-10P,,,Zotac ZT-70301-10P,2.0,1059.0,,,,,,,,,
Galaxy 77XPH6DV6KXZ,,,Galaxy 77XPH6DV6KXZ,2.0,1110.0,,,,,,,,,
Asus GT640-1GD5-L,,,Asus GT640-1GD5-L,1.0,1046.0,,,,,,,,,
EVGA 02G-P4-2771-KR,,,EVGA 02G-P4-2771-KR,2.0,1085.0,,,,,,,,,
Sapphire 11197-03-40G,,,Sapphire 11197-03-40G,3.0,950.0,,,,,,,,,
EVGA 02G-P4-2681-KR,,,EVGA 02G-P4-2681-KR,2.0,1006.0,,,,,,,,,
MSI R7790-1GD5/OC,,,MSI R7790-1GD5/OC,1.0,1050.0,,,,,,,,,
Sapphire 11196-17-40G,,,Sapphire 11196-17-40G,3.0,860.0,,,,,,,,,
Sapphire 11199-16-20G,,,Sapphire 11199-16-20G,2.0,1000.0,,,,,,,,,
Sapphire 11200-07-20G,,,Sapphire 11200-07-20G,2.0,800.0,,,,,,,,,
Sapphire 21196-00-20G,,,Sapphire 21196-00-20G,3.0,810.0,,,,,,,,,
Sapphire 11200-16-20G,,,Sapphire 11200-16-20G,1.0,860.0,,,,,,,,,
Sapphire 11201-12-20G,,,Sapphire 11201-12-20G,1.0,1000.0,,,,,,,,,
Zotac ZT-60409-20L,,,Zotac ZT-60409-20L,2.0,902.0,,,,,,,,,
